rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
44,671,C1=CC=C(CNC2=CC=CC=C2)C=C1,3,819,734,85,0.5277,0.7616,85.78,427,399,28,0.559,93.44,320,280,40,0.561,87.5,72,55,17,0.462,76.39,CHEMBL1808849,O=C(NC1=CC=CC=C1)N(CC1=CC(Br)=CC=C1O)C1=CC=C(Cl)C=C1,1,0.762,0.987,431.7,CHEMBL2237530,C=CCC(NC1=CC(F)=C(F)C=C1F)C1=CC=C(F)C=C1F,1,0.762,0.911,313.3,CHEMBL3309466,O=C1CSC(C2=CC=C(O)C=C2)N1C1=CC=C(Cl)C=C1O,1,0.762,0.606,321.8
45,22654,C1=CC=C(CCN2C=NC=N2)C=C1,3,741,725,16,0.4596,0.7616,93.75,9,9,0,0.359,100.0,6,5,1,0.377,83.33,726,711,15,0.643,97.93,CHEMBL4292848,OC(CN1C=NC=N1)(CN1C2=CC=CC=C2C2=CC=CC=C21)C1=CC=C(F)C=C1F,1,0.507,0.928,404.4,CHEMBL4288126,OC(CN1C=NC=N1)(CN1C2=CC=CC=C2C2=CC=C(Br)C=C21)C1=CC=C(F)C=C1F,1,0.511,0.641,483.3,CHEMBL3261284,C[C@@H](N1CCN2N=NC(Br)=C2C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,1,0.762,0.994,454.3
46,2086,C1=CC=C(COC2=CC=CC=C2)C=C1,3,818,717,101,0.5241,0.7616,85.94,436,394,42,0.55,90.37,250,216,34,0.499,86.4,132,107,25,0.523,81.06,CHEMBL100214,CCOC(=O)CCCNC1=C2C(OCC3=CC=C(C(C)(C)C)C=C3)=CC=CC2=NN1,1,0.762,0.952,409.5,CHEMBL4203737,CCCC(=O)OC1=CC=C([C@@H]2CC(=O)C3=C(O)C(C)=C(O)C(C)=C3O2)C=C1,1,0.762,0.69,370.4,CHEMBL460647,CC(C)=CCC1=C(O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)CC2=O,1,0.762,0.769,340.4
47,1169,C1=CC=C(C2=NNC=C2)C=C1,3,708,679,29,0.4945,0.7616,94.24,387,383,4,0.547,98.97,174,167,7,0.481,95.98,147,129,18,0.455,87.76,CHEMBL3793893,NC1=C(C2=NN=CO2)NN=C1C1=CC=C(Cl)C=C1,1,0.762,0.93,261.7,CHEMBL3629057,COC1=CC=C(C2=NN(C3=CC=C([N+](=O)[O-])C=C3[N+](=O)[O-])C=C2/C=N/NC(=N)N)C=C1,1,0.762,0.907,424.4,CHEMBL2331930,CSC1=CC=C(C2=NNC=C2/C=N/NC(=O)CSC2=NC3=CC=CC=C3O2)C=C1,1,0.762,0.827,423.5
48,1016,C1=CC=C(C2=NNCC2)C=C1,3,689,652,37,0.5818,0.7616,93.23,273,264,9,0.62,96.7,303,289,14,0.665,95.38,113,99,14,0.461,87.61,CHEMBL463671,C/C(=N/OC(=O)C1=CC=C(Cl)C=C1)N1N=C(C2=CC=C(Cl)C=C2Cl)CC1C1=CC=CC=C1F,1,0.762,0.992,504.8,CHEMBL1098868,CSC1=CC=C(C2CC(C3=CC=C(F)C=C3)=NN2C2=CC=CC=C2)C=C1,1,0.762,0.97,362.5,CHEMBL4161467,ClC1=CC=CC=C1C1CC(C2=CC=C(OC3=CC=C4C=CC=CC4=N3)C=C2)=NN1,1,0.762,0.869,399.9
49,2460,C1=CC=C2N=CNCC2=C1,3,624,593,31,0.5511,0.7616,95.95,302,283,19,0.561,93.71,232,221,11,0.581,95.26,90,89,1,0.511,98.89,CHEMBL4789828,O=C1C2=CC=C(F)C=C2N=CN1CC(O)CN1N=NC2=CC=CC=C21,1,0.762,0.961,339.3,CHEMBL3621601,CC1=NC=C([N+](=O)[O-])N1CCCCN1C=NC2=CC(F)=CC=C2C1=O,1,0.762,0.561,345.3,CHEMBL2298501,NC1=CC=C(S(=O)(=O)NCC2=NC3=CC=CC=C3C(=O)N2C2=CC=CC(Br)=C2)C=C1,1,0.762,0.536,485.4
50,1172,C1=CC=C(C2=NN(C3=CC=CC=C3)C=C2)C=C1,3,595,579,16,0.5496,0.7616,96.95,338,329,9,0.633,97.34,149,149,0,0.528,100.0,108,101,7,0.488,93.52,CHEMBL4083297,O=C(O)C1=CC=C(N2C=C(CNC3=CC=C(F)C(C(F)(F)F)=C3)C(C3=CC=CC=C3)=N2)C=C1,1,0.762,0.982,455.4,CHEMBL3629258,N=C(N)N/N=C/C1=CN(C2=CC=C([N+](=O)[O-])C=C2[N+](=O)[O-])N=C1C1=CC=CC=C1[N+](=O)[O-],1,0.762,0.927,439.3,CHEMBL3629057,COC1=CC=C(C2=NN(C3=CC=C([N+](=O)[O-])C=C3[N+](=O)[O-])C=C2/C=N/NC(=N)N)C=C1,1,0.762,0.973,424.4
51,1642,C1=CC2=CC=CC=C2C=C1,3,727,578,149,0.4016,0.7616,75.97,410,331,79,0.475,80.73,235,194,41,0.393,82.55,82,53,29,0.336,64.63,CHEMBL1800642,O=C1C2=C3C(=CC=C(Br)C3=CC=C2)C(=O)N1CCCCN1C=[N+](CC2=CC=C(F)C=C2F)C=N1,1,0.762,0.984,526.4,CHEMBL4593858,COC1=CC=CC2=CC3=C(C=C12)C(=O)N(C)C3=O,1,0.762,0.638,241.2,CHEMBL97556,CN(C/C=C/C#CC(C)(C)C)CC1=CC=CC2=CC(F)=CC=C12,1,0.762,0.914,309.4
52,287,C1CNCC1,3,587,578,9,0.2248,0.7616,86.74,318,315,3,0.237,99.06,256,255,1,0.228,99.61,13,8,5,0.21,61.54,CS000213726,N#CC1(C#N)[C@H](c2ccc(Br)cc2)[C@@H](C(=O)c2ccccc2)N2c3ccccc3C=C[C@@H]21,0,0.762,0.382,480.4,CHEMBL292216,CC(=O)NC[C@@H]1CCN(C2=CC=C(C(C)=O)C=C2)C1,0,0.762,0.031,260.3,CHEMBL1270725,CC1=C(C#N)C2=C(OCC(C(C)(C)C)=N2)C(N2CC[C@H](N(C)C)C2)=C1C1=CC=CC=C1,0,0.551,0.137,416.6
53,1140,C1=CC2=CC=CN=C2C=C1,3,667,566,101,0.5134,0.7616,83.77,340,298,42,0.521,87.65,158,123,35,0.52,77.85,169,145,24,0.499,85.8,CHEMBL1210061,FC(F)(F)C1=CC(N/N=C/C2=COC=C2Br)=C2C=CC=C(C(F)(F)F)C2=N1,1,0.762,0.975,452.2,CHEMBL2283194,O=C(N[C@@H](CC1=CC=CC=C1)C(=O)O)C1=CN=C2C=C(C(F)(F)F)C=CC2=C1O,1,0.762,0.882,404.3,CS000189164,C#CCCc1ccc2ccc3ccc(C)nc3c2n1,1,0.762,0.93,246.3
54,2022,C1=CC=C(C2=NN=CO2)C=C1,3,598,561,37,0.5863,0.7616,92.69,300,284,16,0.588,94.67,224,211,13,0.614,94.2,74,66,8,0.557,89.19,CHEMBL465876,CC1=CC(OCC2=NN=C(C3=CC(F)=C(Cl)C=C3Cl)O2)=CC=C1Cl,1,0.762,0.982,387.6,CHEMBL4752573,CC1(C)CCC2=C(C3=NN=CO3)C=C3C(OCC4=CC=C([N+](=O)[O-])C=C4)=CC=CC3=C2O1,1,0.762,0.931,431.4,CHEMBL2151067,OC1=CC=CC=C1C1=NN=C(C2=CC(Br)=C(Br)N2)O1,1,0.762,0.988,385.0
55,704,C1=CC=C(OC2=CC=CC=C2)C=C1,3,626,559,67,0.5072,0.7616,75.97,452,427,25,0.553,94.47,139,114,25,0.54,82.01,35,18,17,0.429,51.43,CHEMBL5281693,C=CCC1=CC=CC(OC2=CC=C(C(=O)CC)C=C2)=C1OCCCC[N+](C)(C)CC(=O)NCCC,1,0.762,0.993,481.7,CHEMBL2178293,CCC1=CC=C(OC2=CC=C(S(N)(=O)=O)C=C2F)C(O)=C1,1,0.762,0.822,311.3,CHEMBL4871583,C/C=C(\C)C1=C(Cl)C(O)=C(C)C(O)=C1OC1=CC(O)=C(Cl)C(C)=C1C(=O)OC,1,0.762,0.978,427.3
56,27,C1CCOCC1,3,581,551,30,0.4411,0.7616,93.82,312,304,8,0.353,97.44,174,159,15,0.464,91.38,95,88,7,0.506,92.63,CHEMBL1761913,COC1=CC=C([C@H]2O[C@@H](C3=CC=C(OC)C=C3)[C@H](C)/C(=N/NC(N)=S)[C@H]2C)C=C1,1,0.762,0.928,413.5,CHEMBL558272,CCC1/C(=N\OCC2=CC=CC=C2)CC(C2=CC=CC=C2)OC1C1=CC=CC=C1,1,0.762,0.618,385.5,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.762,0.911,413.6
57,943,C1=CC=C2C=CC=CC2=C1,3,651,536,115,0.3769,0.7616,79.63,347,308,39,0.415,88.76,161,119,42,0.37,73.91,143,109,34,0.346,76.22,CHEMBL2164995,CC1=CC2=CC=C3C(=C2C=C1O)C=C(O)C(=O)C3(C)C,1,0.762,0.797,268.3,CHEMBL4548290,CCCCCN1C(=O)C2=CC3=CC=CC(OC)=C3C=C2C1=O,1,0.762,0.683,297.4,CHEMBL4567279,O=C(CNC(=O)C1=CC=C2C=CC=CC2=C1)NCC1=CC=CN=C1,1,0.762,0.886,319.4
58,1224,C1C=COC=C1,3,644,527,117,0.5444,0.7616,78.83,325,293,32,0.534,90.15,166,129,37,0.564,77.71,153,105,48,0.535,68.63,CHEMBL4521660,CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@]1(C)C(=O)C2=COC(C3=C(C)C[C@@H](O)CC3=O)=CC2=C(Br)C1=O,1,0.762,0.972,575.5,CHEMBL2392529,O=C1C=C(CCl)OC(CN2CCN(C3=CC=C(F)C=C3)CC2)=C1O,1,0.762,0.958,352.8,CHEMBL5268945,CC1=CC(=O)C(O)=C(CN2CCN(C3=CC=CC=C3Cl)CC2)O1,1,0.762,0.992,334.8
59,1118,C1=CC=C(C2=CSC=N2)C=C1,3,639,516,123,0.5274,0.7616,79.72,270,210,60,0.459,77.78,123,91,32,0.561,73.98,246,215,31,0.562,87.4,CHEMBL2040908,FC1=CC=C(C2=CSC(N/N=C(/CN3C=NC=N3)C3=CC=C(Br)C=C3)=N2)C=C1,1,0.762,0.842,457.3,CHEMBL458185,COC1=CC=C(C2=CSC(N/N=C/C3=CC(Cl)=CC(Cl)=C3Cl)=N2)C=C1,1,0.762,0.892,412.7,CHEMBL2402838,CC/C(C)=N/NC1=NC(C2=CC=C(OC)C=C2)=CS1,1,0.762,0.955,275.4
60,521,C1=COC=N1,3,582,515,67,0.5311,0.7616,87.83,231,209,22,0.442,90.48,162,126,36,0.513,77.78,189,180,9,0.638,95.24,CHEMBL243642,O=C(NC1=CC=C2OC(CC3=CC=C(Cl)C=C3)=NC2=C1)C1=CC=C(Cl)C([N+](=O)[O-])=C1,1,0.762,0.817,442.3,CHEMBL446285,CC1=CC=C(CC2=NC3=CC(N)=CC=C3O2)C=C1,1,0.762,0.886,238.3,CHEMBL234758,CC1=CC=C2OC(COC3=CC=CC=C3)=NC2=C1,1,0.762,0.989,239.3
61,1017,C1=NNC(C2=CC=CC=C2)C1,3,537,510,27,0.5952,0.7616,93.15,225,222,3,0.65,98.67,243,228,15,0.643,93.83,69,60,9,0.493,86.96,CHEMBL2297187,O=C(CC1CSC(N2N=C(C3=CC=CC=C3)CC2C2=C(F)C=CC=C2F)=N1)N/N=C/C1=CC=C(Br)C=C1,1,0.762,0.896,582.5,CHEMBL457295,C/C(=N/OC(=O)C1=CC=CC=C1[N+](=O)[O-])N1N=C(C2=CC=C(Cl)C=C2Cl)CC1C1=CC=C(C(F)(F)F)C=C1,1,0.762,0.965,565.3,CHEMBL2023084,CC1=CC=C(N2N=NC(C3=NN(C(N)=S)C(C4=CC=C(F)C=C4)C3)=C2C)C=C1,1,0.762,0.876,394.5
62,2098,C1CCCN1,3,593,510,83,0.3661,0.7616,85.95,231,216,15,0.339,93.51,136,117,19,0.264,86.03,226,177,49,0.496,78.32,CHEMBL1210012,COC1=CC=C([C@H]2CN(C)[C@@]3(C(=O)NC4=CC=CC=C43)[C@@]23CC(=O)N(C)C3=O)C=C1,1,0.762,0.965,405.5,CHEMBL3109454,C/C=C/C=C/C[C@@H]1C[C@H](O)[C@H]2[C@@H]3/C(C)=C/[C@H]4C=C[C@@H](O)[C@@H](O)[C@@H]4/C(C)=C/C=C\[C@@H]3C(=O)N12,0,0.762,0.028,437.6,CS000242745,CCOC(=O)Cc1ccc(N2C(=O)CC(N3CCCCC3)C2=O)cc1,1,0.762,0.747,344.4
63,954,C1=CC=C2SC=NC2=C1,3,602,495,107,0.4812,0.7616,81.85,310,256,54,0.519,82.58,182,151,31,0.469,82.97,110,88,22,0.456,80.0,CHEMBL3741446,BrC1=CC=CC(C2=NC3=CC=CC=C3S2)=C1,1,0.762,0.814,290.2,CHEMBL4073080,CCOC1=CC=C2SC(S(C)(=O)=O)=NC2=C1S(=O)(=O)NC(CC)CC,1,0.762,0.846,406.6,CHEMBL1095602,NC1=CC=C2SC(NC(=S)NC(=O)C3=CC=CS3)=NC2=C1,1,0.762,0.82,334.5
64,862,C(/C=C/C1=CC=CC=C1)C1=CC=CC=C1,3,640,490,150,0.5403,0.7616,76.09,331,251,80,0.567,75.83,203,162,41,0.51,79.8,106,77,29,0.544,72.64,CHEMBL372282,CC1=CC(C)=CC(C2=CC=C(OCCN(C)C)C(/C=C/C(=O)C3=CC=C(NCCN(C)C)C=C3)=C2)=C1,1,0.762,0.986,485.7,CHEMBL3746983,O=C(/C=C/C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(N2C=CC=C2)C=C1,1,0.762,0.931,365.4,CHEMBL2263026,CSC1=CC=C(/C=C/C(=O)C2=CC=C(F)C=C2)C=C1,1,0.762,0.812,272.3
65,255,C1=NN=NN1,3,581,485,96,0.4539,0.7616,83.72,144,119,25,0.479,82.64,240,190,50,0.379,79.17,197,176,21,0.503,89.34,CHEMBL226652,SC1=NN=NN1C1=CC=CC=C1,1,0.762,0.941,178.2,CHEMBL4793553,CC1=NN=NN1CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1,1,0.762,0.737,336.3,CHEMBL4543854,CC1=CC=CC2=C1OC(C1=CC=C(F)C=C1)=C(OCC1=NN=NN1)C2=O,1,0.762,0.951,352.3
66,3648,C1=CC=C(NC2=CC=CC=C2)C=C1,3,480,470,10,0.4296,0.7616,89.31,279,275,4,0.517,98.57,194,190,4,0.364,97.94,7,5,2,0.409,71.43,CHEMBL2436986,N#CC1=C(Cl)C(Cl)=C(NC2=CC=C(NC3=CC=CC(Cl)=C3)C3=C2N=CNC3=O)C(C#N)=C1Cl,1,0.762,0.758,516.2,CHEMBL3818448,CCCC[P+](CCCC)(CCCC)CCCCCCOCC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,1,0.747,0.524,560.8,CS000174959,N=C(N)Nc1ccc(Nc2ccc(NC(=N)N)cc2)cc1,1,0.762,0.631,283.3
67,666,C1CC2=CC=CC=C2N1,3,499,468,31,0.4442,0.7616,94.13,237,225,12,0.481,94.94,178,162,16,0.511,91.01,84,81,3,0.341,96.43,CS000367265,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=N\c1ccccc1O,1,0.762,0.887,283.2,CHEMBL2237767,O=C1C(Cl)C2(C(=O)NC3=C(Br)C=C(Br)C=C32)N1C1=CC=CC=C1[N+](=O)[O-],1,0.762,0.977,501.5,CS000010206,CN1/C(=C/C=C/c2cc(-c3ccccc3)cc(-c3ccccc3)[o+]2)C(C)(C)c2ccccc21,1,0.762,0.749,430.6
68,1018,C(C1=CC=CC=C1)CCC1=CC=CC=C1,3,469,459,10,0.5124,0.7616,98.01,197,188,9,0.555,95.43,201,201,0,0.555,100.0,71,70,1,0.428,98.59,CHEMBL5274974,CC1=CC=C(C2=NCC(C3=CC=C(OC4=CC=CC=C4)C(O)=C3)C2)C=C1,1,0.762,0.968,343.4,CHEMBL5274974,CC1=CC=C(C2=NCC(C3=CC=C(OC4=CC=CC=C4)C(O)=C3)C2)C=C1,1,0.762,0.663,343.4,CHEMBL3417165,CC1=CC(O)=C(C2=NNC(C3=CC=CC(O)=C3)C2)C(C)=C1Cl,1,0.762,0.944,316.8
69,217,C1CCCCCCC1,3,462,455,7,0.4231,0.7616,90.05,352,350,2,0.616,99.43,99,97,2,0.365,97.98,11,8,3,0.288,72.73,CS000192585,Cc1ccc(C2=NNC3(CCCCCCC3)S2)cc1,1,0.762,0.425,274.4,CHEMBL5192723,C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(NCCO)=C3C=CSC3=N2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1,0.762,0.808,587.8,CHEMBL2402809,ClC1=CC=C(C2=CSC(NN=C3CCCCCCC3)=N2)C(Cl)=C1,1,0.645,0.905,368.3
70,2943,C1C=CCC2=CC=CC=C12,3,528,452,76,0.535,0.7616,80.63,302,290,12,0.635,96.03,72,55,17,0.462,76.39,154,107,47,0.508,69.48,CHEMBL1644453,CCCCN1N=[N+](C)C2=C1C(=O)C1=CC=CC=C1C2=O,1,0.762,0.999,270.3,CHEMBL376009,CCOC(=O)CSC1=C(NCC(C)C)C(=O)C2=CC=CC=C2C1=O,1,0.751,0.584,347.4,CHEMBL3309429,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CSC1=C(C)C(=O)C2=CC=CC=C2C1=O,1,0.755,0.72,423.5
71,4749,C1=CC=C(C2=NC=CN2)C=C1,3,503,447,56,0.5689,0.7616,87.85,236,221,15,0.596,93.64,165,138,27,0.605,83.64,102,88,14,0.505,86.27,CHEMBL3344016,O=C(O)CCCC(=O)NC1=CC=C(C2=NC3=CC(Cl)=CC=C3N2)C=C1,1,0.762,0.971,357.8,CHEMBL244893,CC1=CC2=C(C=C1C)NC(C1=CC=C(C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)C=C1)=N2,1,0.762,0.771,436.5,CHEMBL243011,COC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC1=CN=CN1)NC(=O)C1=CC(C2=NC3=CC(C)=C(C)C=C3N2)=CC=C1O,1,0.762,0.651,570.6
72,1022,C1=CC=C(C2=NNC(C3=CC=CC=C3)C2)C=C1,3,444,427,17,0.5874,0.7616,94.31,184,179,5,0.625,97.28,201,196,5,0.644,97.51,59,52,7,0.493,88.14,CHEMBL457096,C/C(=N/OC(=O)C1=CC=CC=C1C)N1N=C(C2=CC=C(Cl)C=C2Cl)CC1C1=CC=C(C(F)(F)F)C=C1,1,0.762,0.987,534.4,CHEMBL3747469,CC(=O)N1N=C(C2=CC=C(N3C=CC=C3)C=C2)CC1C1=CC=C(F)C=C1,1,0.762,0.924,347.4,CHEMBL2159268,COC1=CC=C(C2=NN(C(C)=O)C(C3=CC=C(NC(=O)NC4=CC=C(C(F)(F)F)C=C4Cl)C=C3)C2)C=C1OC,1,0.762,0.574,561.0
73,610,C1=CNCNC1,3,497,420,77,0.5557,0.7616,82.79,256,227,29,0.486,88.67,164,132,32,0.586,80.49,77,61,16,0.595,79.22,CHEMBL1791034,[N-]=[N+]=N[C@H]1C[C@H](N2C=C(F)C(=O)NC2=O)O[C@@H]1CO,1,0.762,0.708,271.2,CHEMBL247085,N[C@H]1CCN(C2=CC3=C(C=C2F)C(=O)N(N)C(=O)N3C2CC2)C1,1,0.762,0.994,319.3,CHEMBL3793951,NN1C(=S)NC2=C(NN=C2C2=CC=C(Cl)C=C2)C1=O,1,0.762,0.888,293.7
74,5204,C1=CSNC1,3,433,419,14,0.587,0.7616,96.0,233,230,3,0.557,98.71,161,152,9,0.512,94.41,39,37,2,0.692,94.87,CHEMBL99594,O=C1C=CSN1C1=CC=CC=C1,1,0.762,0.974,177.2,CHEMBL565915,CC(=O)C1=CC=C(N2SC=CC2=O)C=C1,1,0.762,0.954,219.3,CHEMBL4079667,NC1=CC=CC=C1N1SC2=CC=CC=C2C1=O,1,0.762,0.837,242.3
75,2954,C1=NNCN1,3,478,417,61,0.5231,0.7616,90.02,190,172,18,0.544,90.53,210,167,43,0.542,79.52,78,78,0,0.483,100.0,CHEMBL4645004,COC1=CC(/C=N/N2C(N)=NNC23C(=O)NC2=CC=C(C)C=C23)=CC=C1O,1,0.762,0.797,366.4,CHEMBL2376510,CCN1C(C2=CC=CS2)=NN(CN2CCN(CC3=CC=CC=C3)CC2)C1=S,1,0.762,0.949,399.6,CHEMBL2297634,CS(=O)(=O)C1=CC=C(CC2=NNC(=S)N2/N=C/C2=CC=C(Cl)C=C2)C=C1,1,0.762,0.97,406.9
76,1337,C1COCCN1,3,547,414,133,0.2727,0.7616,77.21,224,197,27,0.253,87.95,228,138,90,0.317,60.53,95,79,16,0.248,83.16,CHEMBL3357992,COC1=NOC2=C(F)C3=C(C=C12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,1,0.604,0.728,418.4,CHEMBL1171339,O=C(NC1=CC(Cl)=CC(Cl)=C1)N1CCOCC1,1,0.762,0.527,275.1,CHEMBL2296135,CC1=NN(CN2CCOCC2)C(=O)N1CCCN1C=CN=C1,1,0.762,0.617,306.4
77,1197,C1OCCN1C1=CC=C(N2CCNCC2)C=C1,3,423,413,10,0.5085,0.7616,94.66,373,370,3,0.602,99.2,46,39,7,0.169,84.78,4,4,0,0.754,100.0,CHEMBL426672,COC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(CC(=N)NO)CC3)C(F)=C2)C(=O)O1,1,0.762,0.938,424.4,CHEMBL47955,CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(C(=O)CO)CC3)C(F)=C2)C(=O)O1,0,0.472,0.076,394.4,CHEMBL2337824,CC(C)(C)OC(=O)N1CCN(C2=CC=C(N3C[C@H](CNS(=O)(=O)C4=CC=C(C(F)(F)F)C=C4)OC3=O)C=C2F)CC1,1,0.762,0.978,602.6
78,1226,C1=CC=C2OC=CCC2=C1,3,470,406,64,0.5331,0.7616,82.87,274,250,24,0.599,91.24,114,96,18,0.575,84.21,82,60,22,0.425,73.17,CHEMBL5198041,O=C1C2=C(OC3=C(Cl)C=C(Cl)C(O)=C13)C(C(F)(F)F)=NN2,1,0.762,0.908,339.1,CHEMBL2151954,COC1=CC(OC)=C2C(=O)C=C(CN3CCN(C/C=C/C4=CC=CC=C4)CC3)OC2=C1,1,0.762,0.701,420.5,CHEMBL4794491,CC(=O)OCC1=CCC2=C(C=C(O)C3=C2OC(C)=CC3=O)OC1,1,0.762,0.968,316.3
79,1528,C1=CC=C(C=C1)C1=CC=CC=C1,3,447,397,50,0.5252,0.7616,80.68,315,299,16,0.643,94.92,81,62,19,0.507,76.54,51,36,15,0.425,70.59,CHEMBL3979874,OC1=CC=CC=C1CCNCC(O)CN1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C21,1,0.762,0.983,518.2,CHEMBL2298109,CC1=CC(Cl)=C(N2C(=O)C3=CC=CC=C3C3=CC=CC=C3C2=O)C(Cl)=C1,1,0.762,0.615,382.2,CS000314585,CCn1c2ccccc2c2cc(CNCCc3ccccc3F)ccc21,1,0.762,0.675,346.4
80,2944,C(C1=CC=CC=C1)C1=CC=CC=C1,3,448,396,52,0.4771,0.7616,79.9,305,289,16,0.551,94.75,81,73,8,0.438,90.12,62,34,28,0.442,54.84,CHEMBL5283797,CC(C)(C)N1C=C(Br)C2=C1C=CC1=NOC(C3=CC=C(Cl)C=C3)=C12,1,0.762,0.968,403.7,CHEMBL1320139,CC1=CC(O)=C2C(=O)C3=C4C(=C(O)C=C3O)C(=O)C(C)(C)C3=CC(O)=C1C2=C34,1,0.762,0.521,376.4,CHEMBL458135,CC(C)=CCC1=C(O)C=CC=C1C(=O)C1=C(O)C=C(O)C(CC=C(C)C)=C1O,1,0.762,0.844,382.5
81,1936,C1NC/C(=C/C2=CC=CC=C2)S1,3,409,363,46,0.5676,0.7616,84.29,269,253,16,0.622,94.05,88,67,21,0.527,76.14,52,43,9,0.553,82.69,CHEMBL2387649,O=C(O)[C@@H](CC1=CC=CC=C1)N1C(=O)/C(=C/C2=CC=CC(OC3=CC=CC=C3)=C2)SC1=S,1,0.762,0.994,461.6,CHEMBL2151773,O=C1NC(=O)/C(=C/C2=CC=C(/C=C/C(=O)C3=CC=CC=N3)C=C2)S1,1,0.762,0.564,336.4,CS000378362,O=C1S/C(=C\c2ccccc2F)C(=O)N1CNc1cccc(F)c1,1,0.762,0.797,346.4
82,3904,C1=NN=CS1,3,398,363,35,0.4847,0.7616,90.68,184,170,14,0.37,92.39,130,119,11,0.53,91.54,84,74,10,0.555,88.1,CHEMBL562939,NC1=NN=C(CC2=NOC3=CC=CC=C23)S1,1,0.762,0.869,232.3,CHEMBL2270955,COC1=CC(CC2=NN=C(NC3=CC=C(Cl)C=C3)S2)=C(S(=O)(=O)N(C)C)C=C1OC,1,0.762,0.56,469.0,CHEMBL2260306,CC1=NN=C(N2C(C)=NN(C3=CC=C(Cl)C=C3)C2=O)S1,1,0.762,0.688,307.8
83,4752,C1=CC=C(C2=NC3=CC=CC=C3N2)C=C1,3,398,356,42,0.5819,0.7616,90.62,183,167,16,0.633,91.26,145,121,24,0.58,83.45,70,68,2,0.533,97.14,CS000124931,CS(=O)(=O)c1ccc(-c2nc3cc(Cl)ccc3n2CC(=O)N/N=C/c2ccc(F)cc2)cc1,1,0.762,0.975,484.9,CHEMBL242799,COC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)C1=CC(C2=NC3=CC=C([N+](=O)[O-])C=C3N2)=CC=C1O,1,0.762,0.894,514.5,CHEMBL4460861,CN1N=NN=C1SCC(=O)NC1=CC=C(C2=NC3=CC(Cl)=C(Cl)C=C3N2C)C=C1,1,0.762,0.542,448.3
84,47,C1=CNCCC1,3,368,355,13,0.5164,0.7616,96.07,214,207,7,0.478,96.73,133,128,5,0.418,96.24,21,20,1,0.653,95.24,CHEMBL3252125,CO[C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CC[C@@H]21,1,0.762,0.942,409.4,CHEMBL1210317,CC1=NN(C2CC(C(F)(F)F)NC3=C2C=CC=C3C(F)(F)F)C(=O)C1,1,0.762,0.542,365.3,CHEMBL5439095,CC(C)=CCC/C(C)=C/CN1CCCC2=CC(OCCCCCCCCBr)=CC=C21,1,0.762,0.828,476.5
85,2647,C1C=CCN1,3,407,350,57,0.5194,0.7616,83.97,177,160,17,0.488,90.4,90,65,25,0.46,72.22,140,125,15,0.61,89.29,CHEMBL514850,CCCCCCCCOC1=CC=C(C2=C(C3=C(Br)C(=O)NC3=O)C3=CC=CC=C3N2)C=C1,1,0.762,0.995,495.4,CHEMBL4294508,O=C1NC(=O)C(C2=CC=C(O)C([N+](=O)[O-])=C2)=C1C1=CC=CC=C1,1,0.762,0.97,310.3,CS000192956,O=C1C=CC(=O)N1Cc1ccc2c(c1)OCO2,1,0.762,0.973,231.2
